63
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.0907862,-0.97513,-0.19732,-0.0440807,3.01464,2.73442,5.97056,11,1,1,12.672
2,-0.17185,0.829485,0.474131,-0.240047,3.81454,2.02101,0.264379,9,1,1,9.472
3,0.207865,0.886369,-0.256185,-0.324823,5.14985,2.28858,2.46895,9,1,1,7.872
4,0.165684,0.893373,-0.0927243,-0.407229,4.75289,2.27987,1.97805,13,1,1,15.936
5,0.0796171,0.830692,0.474257,-0.28052,3.58018,1.97445,0.629694,15,1,1,11.968
6,0.0780759,0.744209,0.58396,-0.314718,3.53137,1.69097,0.598839,10,1,1,7.296
7,0.216395,-0.873023,-0.3773,-0.220564,2.85556,2.23698,5.51121,5,1,1,12.416
8,-0.0870066,0.77701,0.348814,-0.516734,4.23013,1.79531,0.86551,6,1,1,6.016
9,0.079379,0.817154,0.47284,-0.319971,3.63967,1.92632,0.691753,3,1,1,4.544
10,0.158844,0.694247,-0.692048,-0.117726,5.88976,1.58522,3.19802,8,1,1,6.912
11,0.522878,0.525702,-0.00574224,-0.670972,3.93824,1.67049,2.36206,14,1,0,10.56
12,0.62183,0.741517,-0.16861,-0.187216,4.74771,2.6322,3.00179,9,1,1,16.256
13,-0.263757,-0.681509,-0.61367,-0.298977,2.31898,1.63889,6.1991,4,1,1,6.4
14,0.393485,0.660607,0.608252,-0.196972,2.91756,1.75429,0.850384,9,1,1,9.152
15,-0.378928,-0.893162,-0.0280097,-0.240606,1.28545,2.65226,5.22952,15,1,1,14.72
16,0.561186,0.616693,0.496657,0.241025,1.95147,1.97195,0.286494,10,1,1,12.544
17,0.235129,0.714755,-0.114629,-0.648614,4.5695,1.70351,2.06353,11,1,1,7.296
18,0.532634,0.730839,-0.426038,0.0258095,5.7139,2.25965,3.83189,5,1,1,4.736
19,0.522878,0.525702,-0.00574224,-0.670972,3.81706,1.89192,1.64579,13,1,0,9.088
20,-0.261278,-0.279023,-0.583029,-0.716908,3.75035,1.95471,1.27615,17,1,0,13.376
21,0.734371,-0.678748,-3.74459e-08,2.25498e-08,4.35955,1.75293,2.50783,17,1,0,9.728
22,0.568206,0.789694,-0.225649,0.0510612,5.88201,2.67465,3.98784,10,1,1,9.984
23,0.549842,0.598728,0.0681391,-0.578407,3.85226,1.89822,2.19639,5,1,1,8.064
24,0.386654,0.64884,0.598562,0.266888,2.18476,1.71226,0.117987,13,1,1,11.84
25,-0.266631,-0.864216,0.398552,-0.1523,0.0657501,2.26,3.80586,13,1,1,12.672
26,-0.0777114,-0.727963,0.207786,-0.648734,3.97352,2.15669,1.90347,17,1,0,16.384
27,0.605301,0.767665,-0.210399,-0.00576638,5.5881,2.71746,3.78188,9,1,1,12.224
28,0.522878,0.525702,-0.00574224,-0.670972,5.07834,2.29697,1.45771,15,1,0,10.432
29,-0.294247,-0.91712,-0.242874,-0.115418,2.38751,2.59708,6.15002,7,1,1,8.576
30,0.465341,0.784398,0.404403,0.0680817,2.43937,2.29648,0.368651,7,1,1,6.656
31,-0.542063,-0.746432,-0.217047,-0.319214,1.53984,2.34898,5.93762,3,1,1,2.816
32,0.292449,0.822584,-0.468452,-0.135581,5.65987,2.12274,3.20146,10,1,1,11.264
33,0.35983,0.77022,0.109505,-0.515064,4.06586,2.03246,1.79836,7,1,1,10.432
34,0.629759,0.646156,-0.349133,-0.252967,4.88362,2.25007,3.28712,9,1,1,16.896
35,0.501854,0.762344,0.389283,0.124233,2.25048,2.2997,0.273273,6,1,1,11.328
36,-0.626753,-0.720767,-0.0127316,-0.295828,0.898064,2.54038,5.47114,8,1,1,8.768
37,0.238233,0.809688,0.536151,-0.0138849,2.88133,2.00943,0.312045,4,1,1,2.368
38,-0.557212,-0.610398,0.375961,-0.419025,0.0996366,1.94566,4.72099,6,1,1,6.4
39,0.364672,0.693583,-0.583103,0.214355,6.1514,1.80091,3.97793,7,1,1,10.048
40,-0.315756,-0.690924,-0.348582,-0.54901,1.70784,1.72557,5.70676,5,1,1,11.968
41,0.649738,0.181552,0.245801,-0.696032,4.24728,2.33701,1.80414,13,1,0,8.832
42,0.37733,0.715865,-0.508934,-0.293506,5.27498,1.88565,3.10357,5,1,1,10.368
43,0.498999,0.595536,0.136675,-0.614538,3.79612,1.77964,2.04938,10,1,1,13.696
44,0.507547,0.689369,-0.487951,-0.170501,5.31238,2.05518,3.44008,6,1,1,6.208
45,-0.340928,-0.823452,0.143971,-0.430078,0.85523,2.20014,4.7819,9,1,1,9.088
46,0.987607,-0.156948,-4.30883e-08,-7.35421e-09,1.94301,0.635855,0.131382,13,1,0,8.576
47,0.274483,0.493424,-0.710097,-0.420659,5.24072,1.19997,3.11444,12,1,1,10.816
48,0.522878,0.525702,-0.00574224,-0.670972,1.86766,1.07474,0.205035,9,1,0,8.064
49,0.191398,0.167477,-0.873266,-0.415602,4.98703,0.514301,3.54935,9,1,1,9.472
50,0.092523,0.253253,-0.699174,-0.662162,5.1747,0.546008,2.73365,7,1,1,6.272
51,0.0190069,-0.666169,-0.595218,-0.448969,2.52387,1.45885,5.60842,5,1,1,4.032
52,0.0718666,0.289091,-0.721204,-0.625401,5.32516,0.604964,2.67087,8,1,1,10.624
53,0.143775,-0.166037,0.7668,0.60314,0.0471692,0.442882,1.76143,7,1,1,8.704
54,0.424791,-0.497497,0.650407,0.386031,0.171086,1.42619,1.89922,12,1,1,18.56
55,0.204926,0.0612476,0.793932,0.569144,1.23927,0.431096,0.658413,5,1,1,8.192
56,0.273418,0.564049,0.708581,0.324043,2.26131,1.35494,0.0224481,8,1,1,9.984
57,-0.114119,0.670769,-0.558478,-0.474497,5.74743,1.49664,2.2688,6,1,1,4.096
58,0.550425,-0.0643133,0.736659,0.387595,0.970131,1.17473,1.20276,8,1,1,4.608
59,0.389626,-0.0987063,-0.765652,-0.50222,3.88374,0.827257,4.37997,11,1,1,9.856
60,0.23405,0.33356,-0.713329,-0.570193,4.997,0.83939,3.0791,5,1,1,1.728
61,0.67213,-0.0590849,-0.562982,-0.477286,3.9215,1.48118,4.09687,7,1,1,11.584
62,0.247309,0.151727,-0.750857,-0.593321,4.59395,0.588753,3.49336,5,1,1,1.984
63,0.0864731,0.343478,-0.675344,-0.646882,5.27268,0.724108,2.62435,8,1,1,9.28
