65
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.234622,0.561864,-0.635168,-0.475208,5.24529,1.3093,2.89484,10,1,1,9.536
2,0.316146,-0.0447909,-0.903032,-0.287365,4.26356,0.649989,4.54504,3,1,1,3.712
3,0.209968,-0.452787,0.801478,0.329439,0.0442219,1.04512,2.3174,11,1,1,12.736
4,0.339197,-0.100616,0.731156,0.583294,0.609055,0.723274,1.18578,14,1,1,10.048
5,0.47472,0.00195467,-0.796327,-0.374834,4.27657,0.989301,4.26833,14,1,1,9.984
6,0.300917,0.59589,-0.659417,-0.345736,5.33265,1.46185,3.12632,9,1,1,8.96
7,-0.287338,-0.691202,0.486112,-0.450968,0.703185,1.16133,1.3648,16,1,0,12.096
8,0.597714,0.170999,-0.711447,-0.327628,4.55948,1.34181,4.00218,7,1,1,16.512
9,0.281195,-0.479312,-0.770401,-0.312524,3.28677,1.17843,5.36725,9,1,1,10.176
10,0.175717,0.186595,0.808528,0.529705,1.80622,0.518403,0.175399,10,1,1,9.792
11,-0.00533152,-0.232125,-0.763175,-0.603036,2.44991,0.46865,5.63743,11,1,1,11.712
12,-0.256594,0.28839,-0.663203,-0.641212,6.24177,0.79262,1.64593,7,1,1,9.472
13,0.449995,0.342421,0.686379,0.457314,1.63354,1.20199,0.332599,4,1,1,0.96
14,0.574659,0.0426235,0.757938,0.305745,1.26141,1.22824,1.11333,11,1,1,12.48
15,0.401376,-0.119004,-0.776538,0.470875,4.96925,0.863908,5.54572,11,1,1,9.728
16,0.229216,0.627155,0.588282,-0.456137,3.45073,1.46231,1.00995,7,1,1,4.736
17,0.456345,0.313406,-0.768518,0.320791,5.70961,1.17336,4.50602,6,1,1,8.512
18,-0.287338,-0.691202,0.486112,-0.450968,4.75248,0.162561,5.4105,18,1,0,15.936
19,0.223993,0.461611,0.80654,-0.29366,3.039,1.07755,0.80095,12,1,1,8.96
20,0.406968,0.124977,0.671786,-0.606187,2.60286,0.879526,2.00696,4,1,1,6.016
21,0.326436,0.161752,-0.69444,0.620507,5.90167,0.745791,4.98157,8,1,1,4.672
22,0.287286,-0.0883938,0.713704,-0.632676,1.99759,0.610595,2.59458,13,1,1,9.152
23,-0.236099,-0.651822,0.541632,-0.475415,0.372868,1.53202,4.20949,10,1,1,5.696
24,0.0162889,0.0205811,0.960204,-0.278065,2.75397,0.0525003,0.951383,8,1,1,9.088
25,0.621637,-0.111516,-0.614855,0.472319,5.18992,1.36713,5.54493,12,1,1,15.04
26,0.303718,-0.204908,-0.664149,0.65167,4.89478,0.750224,6.08182,10,1,1,20.16
27,-0.317573,-0.395467,0.634875,-0.582828,0.0660944,1.06385,4.56086,8,1,1,6.4
28,0.176148,0.214761,0.71961,-0.636404,3.17877,0.562923,1.41105,10,1,1,9.472
29,0.518222,0.415166,0.591132,-0.457873,2.90527,1.45235,1.5544,6,1,1,6.272
30,-0.180238,0.417167,0.761528,-0.462127,4.09486,0.943482,0.137606,10,1,1,10.496
31,0.321087,0.482996,-0.716534,0.387552,6.19229,1.23742,4.2241,6,1,1,1.856
32,0.170189,-0.444575,0.649974,-0.592387,1.10468,0.992285,3.51507,7,1,1,10.24
33,0.0091023,-0.402754,0.735032,-0.545375,0.660941,0.829272,3.75734,10,1,1,12.992
34,0.0107449,-0.0725403,0.930114,-0.359875,0.516229,0.146795,3.36371,9,1,1,12.416
35,0.385697,-0.298803,-0.833218,0.260198,4.35594,1.01936,5.6742,11,1,1,6.528
36,0.195931,0.249441,0.679502,-0.661565,3.24779,0.645531,1.43785,16,1,0,11.392
37,0.506108,-0.457255,-0.577003,0.449266,4.63923,1.5012,6.10869,15,1,1,9.536
