63
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,-0.149066,-0.576389,0.451553,-0.664571,0.720911,1.27541,4.36865,5,1,1,5.888
2,0.0351155,-0.341535,0.447562,-0.825717,1.17655,0.700933,4.11323,11,1,1,9.6
3,0.0807105,-0.497461,0.410155,-0.760126,1.23683,1.05637,4.05673,5,1,1,6.272
4,0.324706,0.0647787,0.625661,-0.706341,2.61361,0.674949,2.21978,7,1,1,5.76
5,0.473983,0.309591,0.766451,0.303392,4.70154,1.16789,0.896256,17,1,0,12.352
6,0.531409,0.378978,-0.493709,0.574658,6.19291,1.42229,4.95391,10,1,1,7.232
7,0.463709,0.201152,-0.581909,0.637098,5.95232,1.05983,5.13374,13,1,1,11.968
8,-0.198841,0.145421,0.38472,-0.889554,5.24354,0.49781,0.223259,8,1,1,7.168
9,0.130918,0.0552941,-0.682975,0.716483,5.92136,0.285197,5.1221,7,1,1,9.984
10,0.275965,-0.0122493,0.458405,-0.844724,2.60004,0.559752,2.68875,7,1,1,7.168
11,-0.0448803,0.375043,0.51424,-0.769991,4.24267,0.774662,0.862873,9,1,1,7.68
12,0.399757,-0.566267,0.226289,-0.684346,1.86616,1.53171,3.77833,5,1,1,4.992
13,-0.148081,0.622914,0.287829,-0.712183,4.5617,1.38971,0.953327,12,1,1,11.072
14,0.566239,-0.064246,-0.527908,0.629729,5.47254,1.2127,5.69849,4,1,1,2.112
15,0.131697,-0.424234,0.388224,-0.807443,1.42362,0.920573,3.96321,4,1,1,2.496
16,0.397842,0.165425,-0.636072,0.640132,5.89503,0.8909,5.10691,17,1,1,23.232
17,-0.0175203,-0.0862998,0.475765,-0.875153,0.872558,0.176349,4.41474,16,1,1,15.296
18,0.0114542,0.360581,0.444314,-0.820022,4.18408,0.738171,1.106,13,1,1,13.632
19,0.598059,-0.188645,0.368149,-0.686444,2.34377,1.35566,2.95487,4,1,1,5.888
20,0.340511,-0.210831,0.398176,-0.825263,2.13767,0.824116,3.24644,8,1,1,8.064
21,0.151978,0.655544,0.348718,-0.65235,3.99367,1.47633,1.3077,11,1,1,15.808
22,-0.176318,-0.225283,0.418651,-0.861911,0.454561,0.580262,4.9243,10,1,1,9.792
23,-0.192307,0.382808,0.502816,-0.750768,4.5878,0.885436,0.51514,9,1,1,6.4
24,-0.253517,-0.173994,0.453679,-0.83644,0.104502,0.625089,5.18472,5,1,1,5.952
25,0.410187,0.207211,0.631447,0.624568,1.25864,0.954985,0.323106,7,1,1,2.624
26,0.202588,0.34537,0.824839,0.399147,2.1604,0.823913,0.0798039,10,1,1,19.072
27,0.323295,-0.108682,0.863452,0.371643,0.840048,0.696118,1.48865,9,1,1,18.368
28,-0.0569111,0.94988,0.235989,-0.196971,2.69762,0.155776,5.29272,14,1,0,8.256
29,0.599521,0.337412,0.572816,0.445657,1.42223,1.51732,0.396989,10,1,1,11.712
30,0.256131,-0.317319,-0.839692,-0.358641,3.41703,0.840069,5.20043,8,1,1,9.536
31,0.463799,0.135802,-0.675171,-0.557309,4.30717,1.00878,3.73749,7,1,1,17.216
32,0.103068,0.11698,-0.867393,-0.472569,5.06207,0.313094,3.365,9,1,1,6.528
33,-0.198909,0.624181,-0.544126,-0.524175,3.92144,0.683264,4.14253,17,1,0,13.504
34,0.474046,0.0298915,0.651097,0.591996,0.895879,0.989899,0.769934,8,1,1,5.568
35,0.140354,0.373433,-0.88539,-0.238607,5.66043,0.820716,3.23787,5,1,1,9.28
36,0.377188,0.131828,-0.80566,-0.437336,4.5513,0.822077,3.87884,9,1,1,4.032
37,0.53644,-0.165289,0.684763,0.46477,0.675597,1.19198,1.27338,3,1,1,1.408
38,0.141094,0.598002,-0.730201,-0.298818,5.66305,1.32331,2.98486,10,1,1,13.056
39,0.272151,-0.262159,-0.769346,-0.515086,3.35572,0.775011,4.88912,7,1,1,9.856
40,-0.0569111,0.94988,0.235989,-0.196971,6.17125,1.25547,2.47104,1,1,0,0.064
41,0.63883,0.269144,0.592768,0.409981,1.36444,1.53187,0.566965,9,1,1,8.256
42,0.155705,-0.141515,-0.85857,-0.467533,3.47605,0.423979,4.95143,10,1,1,13.248
43,0.512519,-0.115721,-0.800182,-0.289209,4.1435,1.10642,4.58763,9,1,1,5.12
44,0.338235,-0.549024,0.652728,0.397638,0.0049963,1.40165,2.04229,9,1,1,15.168
45,0.325269,0.520117,-0.714078,-0.337298,5.28303,1.32085,3.25917,15,1,1,17.344
