65
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.391765,-0.0668973,0.287524,0.871421,0.149574,0.817442,0.487829,6,1,1,3.776
2,0.152201,-0.651923,0.689823,-0.275637,2.46081,0.196618,4.74838,15,1,0,10.304
3,0.477293,0.267793,-0.475622,-0.688667,4.25731,1.15824,3.23471,6,1,1,4.224
4,0.561218,0.259443,-0.342005,-0.707641,1.89209,0.588749,5.22311,13,1,0,10.56
5,0.66358,0.2244,0.282257,0.655467,0.732714,1.55218,0.0805268,4,1,1,4.928
6,-0.0275928,0.600991,-0.456002,-0.655828,5.36584,1.29107,2.13249,7,1,1,9.792
7,0.637249,0.0752738,-0.405129,-0.651244,3.81567,1.39337,3.58052,13,1,1,16.192
8,-0.107034,0.23529,-0.676092,-0.689987,5.91454,0.52292,1.9191,6,1,1,4.416
9,0.863172,-0.111472,-0.438285,0.224531,4.02482,1.33312,3.15877,18,1,0,14.4
10,0.378023,-0.0109203,0.331904,0.864187,0.337815,0.77566,0.395574,4,1,1,1.152
11,0.0780055,0.225838,-0.508172,-0.82745,4.93057,0.482528,2.45413,7,1,1,6.336
12,0.171112,-0.578777,-0.420465,-0.677457,2.41372,1.29587,4.9804,13,1,1,14.016
13,-0.0618644,0.616509,-0.224884,-0.752008,5.10298,1.33648,1.76136,13,1,1,21.568
14,-0.0837153,-0.302709,-0.302514,-0.899913,1.62528,0.638958,5.30649,10,1,1,10.816
15,0.492804,0.199365,0.547824,0.645977,1.08779,1.12098,0.318939,7,1,1,6.08
16,-0.0624164,0.0667497,-0.483202,-0.870726,5.97088,0.183027,1.32556,9,1,1,6.72
17,-0.136528,-0.627384,-0.439476,-0.62818,1.96698,1.39438,5.53712,10,1,1,12.672
18,0.275367,-0.41106,-0.344218,-0.797945,2.56829,1.03514,4.52942,8,1,1,5.952
19,0.0500952,-0.238564,-0.432064,-0.868273,2.23951,0.492497,4.96715,10,1,1,6.4
20,0.304142,0.371291,-0.564001,-0.67197,4.72434,1.00121,2.95537,4,1,1,9.984
21,-0.205666,-0.588124,-0.513147,-0.590332,1.94996,1.34527,5.76436,7,1,1,8.384
22,-0.0228855,-0.519469,-0.484479,-0.703497,2.12985,1.09364,5.3595,10,1,1,5.12
23,-0.00797304,-0.571052,-0.396252,-0.718902,2.06059,1.21571,5.23011,9,1,1,9.664
24,-0.109807,0.683936,-0.382019,-0.611748,5.4298,1.53044,1.96982,6,1,1,14.016
25,0.863172,-0.111472,-0.438285,0.224531,4.9467,0.820049,2.62705,14,1,0,10.048
26,-0.127137,0.827102,-0.494797,-0.234336,2.53099,1.15475,4.55968,8,1,0,6.528
27,0.656707,0.183884,0.454263,0.573208,0.943163,1.50089,0.397128,5,1,1,6.528
28,-0.114325,-0.190572,-0.272988,-0.935997,1.31423,0.44821,5.53652,16,1,1,20.48
29,-0.149363,0.16482,-0.581784,-0.782338,6.08805,0.448612,1.47398,13,1,1,14.464
30,0.336816,0.262327,-0.437708,-0.791297,4.30856,0.882168,2.98514,7,1,1,6.848
31,0.493834,0.469545,-0.516401,-0.518638,4.68502,1.49942,3.16464,10,1,1,10.88
32,0.476683,-0.0234771,-0.678667,0.558242,5.35152,0.995069,5.44994,9,1,1,7.744
33,0.322646,0.604298,-0.660904,0.306478,6.22698,1.50931,4.06622,10,1,1,15.552
34,0.373829,0.534348,-0.686827,0.320925,6.10984,1.42079,4.18916,9,1,1,6.272
35,0.252154,-0.176451,-0.713089,0.629911,4.82536,0.625678,6.04651,11,1,1,12.352
36,0.355743,-0.59859,-0.633253,0.337829,4.16788,1.54052,6.23704,7,1,1,7.104
37,0.242835,0.303577,-0.863323,0.321786,5.96528,0.798552,4.17306,11,1,1,15.808
38,0.630204,-0.210406,-0.616286,0.422805,4.99146,1.45338,5.63593,12,1,1,11.968
39,0.124148,0.645795,0.643789,-0.391244,3.49775,1.43531,0.736001,9,1,1,9.792
40,0.247203,-0.572286,0.567548,-0.537838,1.16628,1.34615,3.49237,14,1,1,10.56
41,-0.0194241,-0.564456,0.705914,-0.427431,0.510056,1.20036,3.72045,5,1,1,9.216
42,0.431938,-0.185551,-0.755501,0.45631,4.84999,0.978821,5.66147,10,1,1,9.792
43,-0.340402,0.413073,0.621508,-0.572036,4.57481,1.12963,0.0547237,14,1,1,21.248
