66
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,-0.610206,-0.391355,0.369898,-0.581089,0.00340128,1.62184,5.14605,3,1,1,6.656
2,0.595114,0.478076,0.145286,-0.629425,3.59151,1.73699,2.23797,11,1,1,12.416
3,-0.700188,-0.592367,0.1141,-0.381863,0.41182,2.32173,5.29066,8,1,1,13.12
4,0.737437,0.615603,-0.277847,0.00448855,5.42414,2.57841,4.03295,11,1,1,10.048
5,0.736758,0.320917,-0.366574,-0.468854,4.21597,1.8667,3.39437,12,1,1,15.36
6,-0.426695,0.852057,-0.228696,-0.199068,2.52526,2.09029,4.54846,1,1,0,0.064
7,0.707096,0.257716,0.627428,0.199829,1.61197,1.704,0.912957,8,1,1,5.44
8,0.639817,0.361186,0.555531,-0.389312,2.69597,1.65052,1.66814,10,1,1,8.768
9,0.743773,0.519234,0.355008,0.226202,1.61295,2.27261,0.394034,9,1,1,9.28
10,0.732066,0.612254,-0.189215,-0.231132,4.52411,2.53492,3.13109,14,1,1,20.544
11,0.691799,0.587131,0.0624014,-0.415689,3.69633,2.27394,2.28885,6,1,1,7.872
12,-0.171451,-0.647199,0.545436,-0.504219,4.06381,2.76055,3.12006,14,1,0,11.968
13,0.705223,0.447203,0.437497,-0.333566,2.78735,1.97649,1.65708,10,1,1,13.632
14,0.867707,0.442443,0.15898,0.161413,1.24934,2.68451,0.306268,7,1,1,8.64
15,0.724987,0.557647,-0.292064,0.279504,6.13148,2.30926,4.82015,11,1,1,11.008
16,0.874601,0.44633,-0.0824284,-0.170492,6.14897,2.47478,4.66152,13,1,0,12.224
17,0.458885,-0.733243,-0.193212,-0.463086,0.864017,1.75797,0.266827,14,1,0,12.864
18,0.650946,0.415306,-0.250045,-0.584181,4.11392,1.76442,2.97813,5,1,1,8.064
19,0.670461,0.524271,-0.113709,-0.512535,4.02355,2.03617,2.69627,4,1,1,3.136
20,0.718761,0.406593,-0.530267,-0.192045,4.87972,1.94322,3.85011,3,1,1,2.88
21,0.744318,0.619892,0.195811,-0.152915,2.92824,2.63944,1.53936,5,1,1,6.016
22,0.885254,0.402798,0.211579,-0.0965085,2.42575,2.67219,1.57173,10,1,1,12.032
23,0.854052,-0.0444802,-0.347156,-0.384836,3.82352,2.05191,3.92759,7,1,1,6.464
24,0.847691,-0.170644,-0.468357,-0.181503,4.14403,2.08909,4.54133,8,1,1,11.52
25,0.995019,0.0409747,-0.0647173,0.0637941,5.53176,2.95959,5.44945,6,1,1,3.584
26,0.876053,-0.214027,-0.0631398,-0.427477,3.04862,2.24792,3.52785,6,1,1,7.104
27,0.992539,0.0843236,0.0607399,0.0637621,0.845882,2.96524,0.676374,16,1,1,20.8
28,0.73545,0.16181,0.650655,-0.0978739,1.93666,1.70534,1.50354,10,1,1,8.896
29,0.72211,0.161305,0.648625,0.178395,1.52217,1.66586,1.08263,12,1,1,7.744
30,0.929996,0.0832528,-0.352803,-0.0608794,4.63079,2.40931,4.45223,4,1,1,3.584
31,-0.426695,0.852057,-0.228696,-0.199068,3.5572,1.9719,3.56281,17,1,0,15.232
32,0.973537,0.0840005,0.102155,-0.186371,2.72626,2.71326,2.55412,5,1,1,5.696
33,-0.80098,-0.12261,-0.0583218,-0.583092,0.251585,1.88936,6.23098,8,1,1,5.504
34,0.917173,0.0830303,0.389143,0.021617,1.60559,2.34089,1.42502,15,1,1,16.064
35,0.353834,0.249797,0.681601,-0.589765,4.87665,2.13514,4.9787,15,1,0,12.224
36,0.716695,-0.0431186,-0.336528,-0.609293,3.58613,1.60182,3.70631,5,1,1,7.808
37,0.798307,0.205772,0.419364,-0.38013,2.55943,1.93828,2.05489,7,1,1,7.232
38,0.912916,-0.0450425,-0.392676,-0.101793,4.40945,2.3062,4.50804,9,1,1,7.104
39,0.872663,-0.129266,0.467046,-0.0601461,1.55181,2.16096,1.84593,10,1,1,15.296
40,0.786884,0.205243,0.538336,0.221096,1.43624,1.89929,0.925952,7,1,1,5.376
41,0.989122,-0.00241406,0.102478,0.105498,0.768437,2.84637,0.773318,5,1,1,8.384
42,0.957404,0.0837247,-0.0642253,-0.268781,3.46337,2.58161,3.28892,7,1,1,3.584
43,0.931985,-0.244226,-0.117427,-0.240766,3.33908,2.59922,3.85166,8,1,1,4.288
44,0.94154,-0.0882332,0.18424,-0.267905,2.44573,2.47927,2.6326,10,1,1,12.224
45,0.864076,0.124323,0.466184,0.143488,1.4151,2.12253,1.12931,8,1,1,4.608
46,-0.819551,-0.164934,0.0623672,-0.5452,0.0846977,1.97984,5.97069,7,1,1,4.608
47,0.850163,-0.0865406,-0.346863,0.386549,5.4504,2.04939,5.65329,10,1,1,11.392
48,0.806877,0.0810735,-0.584748,0.0211077,4.84861,1.89151,4.64833,5,1,1,0.96
49,0.964761,0.0838507,0.101973,-0.227612,2.80709,2.63745,2.6337,4,1,1,1.088
50,0.868356,0.124438,0.0999335,0.469559,0.352029,2.14011,0.0673618,9,1,1,8.96
51,0.93514,-0.045252,0.225317,0.269625,0.647761,2.42351,0.744467,12,1,1,16.512
52,0.964492,-0.218022,-0.147461,0.0218295,4.63704,2.84234,5.08167,9,1,1,6.4
53,0.756227,0.162591,0.335895,0.537456,0.770358,1.76872,0.346801,8,1,1,6.72
54,0.881707,-0.0871309,-0.308371,-0.346277,3.77065,2.1773,3.96765,6,1,1,8.768
55,0.789375,-0.0450601,-0.554862,-0.258813,4.21892,1.82377,4.33296,8,1,1,8.512
56,0.747296,0.119919,0.560812,-0.335647,2.26923,1.71698,1.951,14,1,1,18.048
57,-0.990877,-0.0830305,-0.00593448,-0.10599,0.139532,2.92888,6.25552,4,1,1,1.408
58,0.842575,-0.0876239,-0.156307,0.507896,5.88101,2.02108,6.08825,7,1,1,7.808
