64
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.189091,0.588443,0.781408,0.085905,2.72118,1.33259,0.201423,13,1,1,15.488
2,-0.0890385,0.69554,0.702913,-0.119199,3.43689,1.5542,0.0406594,11,1,1,12.288
3,0.0708656,0.398017,0.890377,-0.209259,3.19623,0.832376,0.407034,8,1,1,6.976
4,0.268805,-0.530197,0.777792,-0.204145,0.725902,1.27315,2.92905,5,1,1,6.592
5,0.367719,0.526725,-0.74914,0.161654,5.88625,1.39521,3.96358,8,1,1,5.568
6,0.337901,-0.315606,-0.882327,-0.0878344,3.86187,0.961329,5.36446,9,1,1,4.864
7,0.65895,0.186022,0.717933,0.125509,1.67287,1.50839,1.12258,5,1,1,8.128
8,0.236282,-0.300002,0.924208,0.00308,0.663802,0.783654,2.47113,6,1,1,7.232
9,0.502691,0.462892,0.72877,0.0439096,2.25482,1.50468,0.766414,8,1,1,9.408
10,0.15564,0.113595,0.981256,0.00311641,2.1981,0.387796,0.937137,11,1,1,10.56
11,0.292846,0.494607,-0.817067,-0.0448022,5.69383,1.22472,3.62139,12,1,1,14.336
12,0.661416,-0.129537,0.733846,0.08497,1.26212,1.47917,1.64892,7,1,1,7.552
13,0.538265,-0.442052,0.698171,0.165585,0.650362,1.54107,2.02549,7,1,1,8.896
14,0.749844,-0.0623194,0.319022,0.57626,4.69879,1.04802,4.81655,9,1,0,7.424
15,-0.0567591,0.591566,0.796369,-0.112355,3.37741,1.27275,0.0445042,13,1,1,8.64
16,0.749844,-0.0623194,0.319022,0.57626,4.3366,0.748116,4.9686,16,1,0,11.328
17,0.232032,0.0312222,0.961752,0.142194,1.55777,0.472633,1.29025,6,1,1,4.288
18,0.147705,-0.33988,0.921595,-0.115444,0.534573,0.759283,2.85625,6,1,1,4.48
19,0.0651175,0.400716,0.908615,0.098008,2.87305,0.836086,0.0536447,7,1,1,7.296
20,0.232404,-0.0519575,0.96961,0.0560836,1.29307,0.480903,1.73297,8,1,1,8.128
21,0.39324,-0.0922531,0.901134,-0.157509,1.51341,0.831587,1.97427,14,1,1,14.08
22,0.296518,-0.509894,-0.783622,0.194993,3.9122,1.26173,6.00034,6,1,1,6.464
23,0.419278,0.372306,-0.813456,0.154544,5.62626,1.19051,4.17401,5,1,1,5.824
24,-0.0561275,-0.644351,0.747318,-0.152241,0.114079,1.40674,3.42945,15,1,1,13.696
25,0.017394,0.0104077,-0.99971,-0.0129931,5.2386,0.0405427,4.16019,7,1,1,7.68
26,0.0232502,-0.646179,0.759597,-0.0701659,0.128077,1.40623,3.19774,10,1,1,5.312
27,0.357417,0.59476,-0.716593,0.0707699,5.84051,1.53376,3.78115,5,1,1,7.68
28,0.490934,-0.464682,-0.734993,-0.0532908,3.88208,1.48458,5.39794,5,1,1,3.072
29,0.312696,0.195891,0.924218,0.0983289,2.02445,0.755839,0.905156,5,1,1,3.2
30,0.179852,-0.676646,0.701269,0.134257,0.070632,1.55119,2.69264,9,1,1,14.784
31,0.464275,-0.0712342,-0.860256,0.198328,4.78673,0.97792,5.09122,11,1,1,11.904
32,0.0590554,-0.0730794,-0.982605,0.160183,3.98285,0.188194,5.76512,5,1,1,4.992
33,0.265795,-0.494423,0.825796,0.0544004,0.427481,1.19201,2.58255,6,1,1,6.784
34,0.460654,-0.371837,0.799775,-0.0994676,4.05777,1.10979,5.33737,18,1,0,18.56
35,0.511372,-0.0507336,0.856111,0.0547625,1.40803,1.07941,1.6058,14,1,1,20.672
36,0.140677,0.696648,0.702907,-0.0285312,2.98291,1.58101,0.239823,8,1,1,9.728
