66
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.565955,-0.188464,-0.79339,-0.121278,0.522528,1.48958,2.29283,10,1,0,7.104
2,0.630283,0.146984,0.751682,-0.126942,1.9672,1.4078,1.50899,5,1,1,9.152
3,0.0779008,0.195101,0.954507,0.21162,2.54353,0.42331,0.161712,9,1,1,9.728
4,0.253284,0.0536688,-0.940949,0.21813,5.14899,0.523782,4.73138,5,1,1,2.624
5,0.15903,0.397921,0.899176,-0.0886045,2.85961,0.885714,0.47843,5,1,1,2.56
6,0.4,0.733466,0.341199,-0.430826,6.15253,0.707016,3.27982,10,1,0,7.36
7,0.561052,0.329635,-0.755194,-0.0790147,5.13934,1.41707,4.07694,12,1,1,15.872
8,-0.00493266,0.552812,0.823244,-0.129011,3.30596,1.17152,0.146524,11,1,1,13.184
9,0.201963,-0.136523,0.944941,-0.21831,1.20342,0.492518,2.39227,5,1,1,9.664
10,0.701072,-0.118711,-0.701296,-0.050888,4.47222,1.58199,4.80769,8,1,1,8.32
11,0.119626,0.195491,0.964262,-0.132933,2.72945,0.462486,0.686139,12,1,1,11.392
12,0.509144,-0.446657,0.734369,-0.0444058,0.911076,1.48816,2.35131,5,1,1,2.816
13,0.375424,-0.0700759,-0.91577,-0.124544,4.39268,0.783721,4.76175,3,1,1,0.32
14,0.663967,-0.238724,-0.70626,-0.0579172,4.28542,1.56648,4.97572,8,1,1,9.664
15,0.46675,-0.522532,0.708447,-0.0848994,0.848341,1.55259,2.53179,7,1,1,10.432
16,0.452775,0.174936,-0.864549,0.130181,5.23054,1.01363,4.49315,13,1,1,16.64
17,0.130415,0.0124162,-0.987895,-0.0830742,4.72341,0.262764,4.53357,14,1,1,19.072
18,0.375308,-0.152338,-0.914289,0.00353049,4.33067,0.83406,5.10183,9,1,1,8.576
19,0.36968,-0.352679,-0.843704,-0.164677,3.75776,1.07252,5.2815,14,1,1,11.072
20,0.4,0.733466,0.341199,-0.430826,4.23925,1.27829,4.88216,14,1,0,12.224
21,0.0752631,0.589313,0.794113,-0.128176,3.17459,1.27229,0.287053,5,1,1,1.92
22,0.0466489,-0.153911,-0.963939,-0.212029,3.21937,0.323053,5.77238,6,1,1,9.6
23,0.171085,-0.236679,-0.9564,0.0035613,3.77122,0.592718,5.66101,5,1,1,5.248
24,0.282633,-0.217685,0.908728,-0.216669,1.14855,0.729566,2.46116,9,1,1,8.768
25,0.483905,0.110111,0.868158,-0.00349572,1.79856,1.03861,1.35109,10,1,1,10.368
26,-0.587464,-0.685073,0.0713233,-0.424822,0.695613,2.25091,5.25489,9,1,1,9.152
27,0.713017,0.414891,0.518213,0.225671,3.16973,1.60421,0.906467,14,1,0,8.704
28,0.281491,0.778669,0.551829,0.099606,2.61613,1.95102,0.168306,11,1,1,18.88
29,0.382759,0.876618,-0.122582,-0.264593,4.73456,2.54978,2.41633,6,1,1,6.528
30,0.450604,0.574669,-0.0891543,-0.677321,4.17829,1.63742,2.36665,7,1,1,5.952
31,-0.550448,-0.579347,-0.251969,-0.54578,1.24349,1.85175,5.90473,15,1,1,16.192
32,0.474231,0.535297,0.621191,0.320443,1.94036,1.59368,0.248733,7,1,1,2.88
33,0.373555,0.859832,-0.320049,0.136799,6.27726,2.43059,3.95537,8,1,1,4.8
34,0.565955,-0.188464,-0.79339,-0.121278,0.351463,2.62575,4.85453,12,1,0,9.664
35,0.223559,0.670186,0.519256,-0.48088,3.56667,1.56905,1.06902,13,1,1,9.344
36,0.327382,0.775536,-0.534575,0.0747966,6.02276,2.00123,3.68005,4,1,1,6.4
37,0.615689,0.682229,-0.304321,-0.250758,4.85981,2.33093,3.18657,10,1,1,7.616
38,-0.278996,-0.956581,-0.0281564,-0.0795092,1.62736,2.9727,5.33652,5,1,1,8.512
39,0.485815,0.713549,-0.456205,0.216121,6.12785,2.08327,4.18176,8,1,1,8.64
40,0.390322,0.890405,0.202651,-0.117307,3.25319,2.6689,0.937869,6,1,1,9.984
41,-0.288204,-0.881402,-0.00873941,-0.374156,3.5433,1.97789,1.40024,13,1,0,9.728
42,0.32475,0.638264,0.219492,-0.662555,3.92182,1.59649,1.72156,9,1,1,11.84
43,0.442375,0.722828,0.286694,-0.4468,3.5927,2.02234,1.54951,3,1,1,0.704
44,0.417385,0.598814,-0.674228,-0.112378,5.50931,1.63642,3.58516,4,1,1,0.512
45,-0.230829,-0.823226,-0.186809,-0.483858,1.66587,2.05101,5.35422,8,1,1,3.52
