66
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.789557,0.485245,-0.258814,-0.272312,4.45265,2.37132,3.35051,10,1,1,7.36
2,-0.735931,-0.552756,0.148693,-0.361602,0.254073,2.3382,5.24885,18,1,1,24.96
3,0.669722,0.415186,-0.599183,-0.141678,5.03515,1.81503,3.92525,9,1,1,7.616
4,0.727462,0.5476,-0.293142,-0.29155,4.57497,2.28913,3.28445,8,1,1,5.568
5,0.731121,0.65064,-0.199744,-0.0472503,5.20732,2.72814,3.75289,8,1,1,9.408
6,0.930495,0.317859,-0.169566,0.0662706,5.41413,2.77544,4.75579,8,1,1,13.824
7,0.732409,0.260471,-0.194008,-0.598408,3.79679,1.78088,3.11342,6,1,1,2.752
8,0.309325,-0.564016,-0.531342,-0.551253,1.14515,1.85794,0.348323,10,1,0,5.568
9,0.763121,0.469794,-0.4101,-0.169582,4.87211,2.22197,3.76846,7,1,1,5.568
10,0.84901,0.519987,-0.0925585,0.015143,5.42409,2.95374,4.32502,6,1,1,2.24
11,-0.755187,-0.614908,-0.0824054,-0.211636,1.05468,2.68337,5.97113,3,1,1,2.304
12,0.80432,0.444395,-0.255841,0.300214,6.08219,2.33068,5.07265,9,1,1,10.304
13,0.309325,-0.564016,-0.531342,-0.551253,3.79625,1.69253,2.68366,14,1,0,10.304
14,0.778548,0.478811,-0.314318,-0.25653,4.57926,2.30607,3.4765,11,1,1,11.648
15,0.80905,0.496637,0.166561,-0.266548,3.13362,2.50213,2.03254,9,1,1,9.216
16,-0.681009,-0.279413,-0.0321309,-0.676108,0.436835,1.65458,5.94133,10,1,1,8.64
17,0.646808,0.498448,0.52863,0.23182,1.81409,1.91094,0.500949,6,1,1,5.76
18,0.795699,0.414548,-0.438775,0.0498897,4.00127,2.57368,3.26021,12,1,0,11.904
19,-0.773307,-0.378042,-0.155052,-0.484809,0.764241,2.07355,6.13803,9,1,1,3.392
20,-0.74821,-0.222168,0.0709567,-0.621119,0.174893,1.79092,5.8808,6,1,1,9.472
21,0.648245,0.292979,0.406094,0.573611,1.04053,1.58291,0.191569,13,1,1,9.728
22,0.612656,0.477607,-0.571441,-0.264576,4.94094,1.77921,3.61662,6,1,1,6.464
23,0.83301,0.510638,0.177179,-0.118113,2.7087,2.71243,1.60885,12,1,1,11.264
24,0.729363,0.258841,0.422383,-0.47183,2.75246,1.77005,2.07041,9,1,1,11.52
25,0.637355,0.444206,-0.584176,0.234945,5.70345,1.77938,4.4861,12,1,1,12.416
26,0.612687,0.477626,0.628869,-0.0318167,2.2835,1.77933,0.959195,7,1,1,8.448
27,0.522194,0.492581,-0.645759,0.260139,5.85157,1.60145,4.33912,11,1,1,10.432
28,0.853433,0.235702,0.254419,-0.38906,2.83192,2.17464,2.29299,8,1,1,9.216
29,-0.656522,-0.504373,0.0316304,-0.559988,0.598655,1.95069,5.57168,10,1,1,8.832
30,0.661031,0.750359,-4.28677e-08,-8.54684e-09,4.1397,1.58632,2.67934,12,1,0,6.656
31,0.780075,0.405698,0.255157,0.402227,1.04488,2.14864,0.0857224,11,1,1,10.176
32,-0.635863,-0.467066,0.103217,-0.605701,0.464744,1.81826,5.48086,6,1,1,6.592
33,-0.672726,-0.638407,-0.14982,-0.342682,1.17139,2.37495,5.93611,11,1,1,8.704
34,0.785475,0.264821,-0.39746,0.393606,5.81809,1.95433,5.16774,6,1,1,6.72
35,0.834434,0.243221,-0.129909,-0.477165,3.69103,2.107,3.12378,7,1,1,6.912
36,0.84568,0.492573,-0.135129,-0.154717,4.38694,2.72781,3.33209,9,1,1,9.28
37,-0.691412,-0.549989,0.18539,-0.430223,0.265094,2.16648,5.20435,9,1,1,10.688
38,-0.632904,-0.513958,0.277691,-0.508101,0.181881,1.90651,5.10096,10,1,1,10.88
39,0.777528,0.213742,0.569346,-0.160034,2.11308,1.87598,1.57654,14,1,1,15.488
40,0.751239,0.487043,-0.0603539,-0.441346,3.85269,2.21823,2.70231,6,1,1,7.872
41,0.711682,0.41507,0.377151,0.423063,1.25608,1.93644,0.200094,3,1,1,0.576
42,0.921021,0.288222,0.120785,0.232507,0.7824,2.61139,0.175833,8,1,1,8.896
43,0.812019,0.473104,-0.284363,0.189567,5.82792,2.44402,4.77282,11,1,1,12.032
44,0.719925,0.419838,-0.364271,0.415632,6.0915,1.97047,5.0356,5,1,1,5.248
45,0.824459,0.333438,-0.446795,-0.0972598,4.88237,2.19177,4.11373,6,1,1,8.896
46,0.793365,0.511914,-0.0872145,-0.317663,3.98257,2.47022,2.83652,5,1,1,7.104
47,0.710445,0.662528,-0.222631,0.0822226,5.81668,2.66236,4.31566,11,1,1,9.472
48,0.795699,0.414548,-0.438775,0.0498897,5.3059,2.22683,4.34531,20,1,0,19.328
49,-0.906779,-0.329235,-0.00775186,-0.263241,0.377721,2.6086,5.96434,4,1,1,2.496
50,0.729584,0.235238,0.458375,-0.449736,2.65859,1.74697,2.03478,12,1,1,9.472
51,0.816874,0.475912,-0.248831,0.210491,5.94204,2.47762,4.88698,4,1,1,9.536
52,-0.811085,-0.522372,-0.121329,-0.233554,1.05129,2.60894,6.19013,7,1,1,7.424
53,0.881258,-0.305775,-0.298006,-0.202681,1.265,1.5983,0.0257921,9,1,0,7.808
54,-0.690556,-0.355018,-0.0206418,-0.629816,0.50763,1.77809,5.84108,9,1,1,11.008
55,0.828215,0.239995,-0.0191504,-0.506059,3.46147,2.07953,2.89737,5,1,1,5.504
56,0.693346,0.601127,0.244316,-0.313414,3.19374,2.32425,1.76518,5,1,1,7.488
57,0.572537,0.525164,-0.432371,0.457668,6.26847,1.7795,4.78393,8,1,1,4.8
58,0.890883,0.369516,0.240092,0.110189,1.53371,2.60691,0.747352,11,1,1,11.456
59,0.852457,0.348637,0.365339,0.135267,1.60442,2.34125,0.827972,7,1,1,17.408
60,0.991751,0.128182,-3.73388e-08,-2.27266e-08,5.67402,2.17488,5.00275,12,1,0,9.088
61,0.864129,0.453319,-0.21835,-0.0102856,5.14845,2.70085,4.18219,7,1,1,9.984
62,0.756224,0.249331,-0.449089,0.405313,5.76508,1.8422,5.12811,12,1,1,14.208
63,0.807909,0.470727,-0.350116,0.0558316,5.39809,2.41675,4.34296,15,1,1,15.488
64,0.685019,0.304639,0.657202,0.0776499,1.87164,1.69523,1.03474,11,1,1,11.072
65,0.615235,0.0265207,-0.760219,0.207002,5.02132,1.32682,4.93516,5,1,1,3.008
66,0.975885,-0.218284,-4.20145e-08,-1.2061e-08,5.67604,1.11844,4.90855,12,1,0,7.808
